Epoch-Num	Learning-Rate	Train-Loss	Train-acc-B	Train-acc	Valid-Loss	Valid-acc-B	Valid-acc	
88.000000	0.080821	1.572000	83.837000	89.587000	1.517000	86.277000	89.546000	
89.000000	0.080420	1.575000	84.636000	89.515000	1.513000	86.173000	89.344000	
90.000000	0.080016	1.573000	84.256000	89.627000	1.499000	86.226000	90.883000	
91.000000	0.079609	1.571000	84.265000	89.648000	1.506000	86.376000	90.519000	
92.000000	0.079199	1.567000	85.351000	90.177000	1.529000	86.388000	88.979000	
93.000000	0.078786	1.572000	84.215000	89.750000	1.503000	84.759000	90.316000	
94.000000	0.078370	1.571000	84.548000	89.770000	1.509000	86.038000	90.357000	
95.000000	0.077952	1.565000	84.572000	89.709000	1.521000	85.289000	89.708000	
96.000000	0.077530	1.564000	84.712000	89.974000	1.496000	87.396000	90.721000	
97.000000	0.077106	1.564000	84.998000	90.218000	1.484000	86.448000	90.519000	
98.000000	0.076679	1.563000	85.582000	90.391000	1.525000	84.838000	88.695000	
99.000000	0.076250	1.563000	84.920000	89.862000	1.514000	86.367000	89.870000	
100.000000	0.075818	1.557000	85.673000	90.320000	1.491000	86.466000	90.640000	
101.000000	0.075383	1.563000	85.037000	90.269000	1.495000	87.139000	90.721000	
102.000000	0.074946	1.556000	85.173000	90.259000	1.490000	86.826000	91.045000	
103.000000	0.074507	1.551000	85.574000	90.442000	1.514000	84.556000	89.141000	
104.000000	0.074065	1.552000	85.525000	90.371000	1.507000	85.596000	90.316000	
105.000000	0.073620	1.557000	85.571000	90.350000	1.496000	87.442000	90.802000	
106.000000	0.073173	1.553000	85.893000	90.482000	1.534000	85.847000	89.303000	
107.000000	0.072725	1.553000	85.995000	90.594000	1.514000	85.888000	89.870000	
108.000000	0.072273	1.547000	86.118000	90.768000	1.480000	86.928000	90.762000	
109.000000	0.071820	1.545000	86.185000	90.798000	1.510000	84.458000	89.749000	
110.000000	0.071365	1.554000	86.039000	90.717000	1.484000	86.269000	90.681000	
111.000000	0.070907	1.548000	85.575000	90.482000	1.507000	87.163000	89.506000	
112.000000	0.070447	1.546000	85.997000	90.666000	1.488000	87.917000	91.410000	
113.000000	0.069986	1.543000	85.493000	90.778000	1.503000	87.747000	90.397000	
114.000000	0.069522	1.542000	85.443000	90.768000	1.496000	87.248000	89.708000	
115.000000	0.069057	1.547000	85.987000	90.432000	1.477000	86.797000	90.762000	
116.000000	0.068590	1.539000	85.784000	90.503000	1.489000	88.481000	90.276000	
117.000000	0.068121	1.536000	86.492000	90.900000	1.487000	87.838000	90.721000	
118.000000	0.067651	1.538000	86.469000	91.063000	1.487000	87.447000	91.248000	
119.000000	0.067178	1.543000	86.606000	91.012000	1.480000	85.805000	90.843000	
120.000000	0.066704	1.536000	86.476000	91.053000	1.477000	87.451000	91.451000	
121.000000	0.066229	1.538000	86.663000	91.002000	1.478000	88.445000	91.005000	
122.000000	0.065752	1.536000	86.478000	91.073000	1.516000	85.880000	89.060000	
123.000000	0.065274	1.531000	87.585000	91.612000	1.500000	86.075000	90.316000	
124.000000	0.064794	1.529000	87.029000	91.490000	1.533000	84.156000	88.614000	
125.000000	0.064313	1.538000	86.650000	91.114000	1.481000	88.442000	91.694000	
126.000000	0.063830	1.528000	87.454000	91.561000	1.495000	87.859000	90.762000	
127.000000	0.063347	1.524000	87.664000	91.714000	1.478000	87.204000	90.559000	
128.000000	0.062862	1.531000	86.747000	91.195000	1.469000	86.488000	91.167000	
129.000000	0.062376	1.527000	87.600000	91.592000	1.492000	86.653000	90.600000	
130.000000	0.061889	1.520000	87.833000	91.836000	1.473000	88.143000	91.572000	
131.000000	0.061401	1.524000	87.591000	91.755000	1.509000	87.666000	90.559000	
132.000000	0.060912	1.524000	86.878000	91.348000	1.449000	88.262000	92.423000	
133.000000	0.060422	1.521000	87.161000	91.561000	1.468000	87.046000	91.451000	
134.000000	0.059931	1.520000	87.566000	91.735000	1.482000	86.391000	91.126000	
135.000000	0.059439	1.520000	87.587000	91.775000	1.474000	86.415000	90.519000	
136.000000	0.058946	1.509000	88.649000	92.254000	1.485000	88.034000	91.410000	
137.000000	0.058453	1.516000	87.280000	91.561000	1.459000	88.103000	91.856000	
138.000000	0.057960	1.521000	87.458000	91.673000	1.474000	87.449000	90.600000	
139.000000	0.057465	1.512000	88.112000	91.969000	1.493000	87.067000	89.911000	
140.000000	0.056970	1.511000	88.130000	92.101000	1.474000	87.478000	90.600000	
141.000000	0.056475	1.517000	88.180000	91.867000	1.485000	87.518000	90.681000	
142.000000	0.055979	1.509000	88.991000	92.427000	1.511000	84.509000	89.100000	
143.000000	0.055483	1.510000	87.642000	91.816000	1.484000	86.535000	90.357000	
144.000000	0.054986	1.509000	88.327000	92.315000	1.466000	88.201000	91.977000	
145.000000	0.054489	1.506000	88.669000	92.386000	1.460000	87.958000	91.815000	
146.000000	0.053992	1.504000	88.915000	92.549000	1.470000	86.919000	90.762000	
147.000000	0.053495	1.504000	88.876000	92.508000	1.461000	88.429000	91.410000	
148.000000	0.052997	1.507000	88.416000	92.223000	1.465000	87.799000	91.451000	
149.000000	0.052500	1.499000	89.352000	92.915000	1.481000	86.485000	90.600000	
150.000000	0.052003	1.498000	88.591000	92.386000	1.482000	87.071000	91.086000	
151.000000	0.051505	1.495000	89.073000	92.640000	1.468000	87.613000	91.370000	
152.000000	0.051008	1.496000	89.302000	92.783000	1.474000	87.956000	91.207000	
153.000000	0.050511	1.497000	88.652000	92.539000	1.475000	88.534000	90.964000	
154.000000	0.050014	1.493000	89.267000	92.691000	1.469000	87.080000	90.600000	
155.000000	0.049517	1.487000	89.694000	93.099000	1.475000	87.246000	91.167000	
156.000000	0.049021	1.494000	89.133000	92.742000	1.469000	87.922000	91.207000	
157.000000	0.048525	1.492000	89.424000	92.773000	1.468000	87.404000	91.410000	
158.000000	0.048030	1.485000	89.701000	93.139000	1.471000	87.701000	90.438000	
159.000000	0.047535	1.486000	89.697000	93.037000	1.463000	88.216000	91.815000	
160.000000	0.047040	1.487000	89.487000	92.987000	1.457000	87.504000	91.815000	
161.000000	0.046547	1.478000	90.125000	93.322000	1.482000	88.413000	90.640000	
162.000000	0.046054	1.482000	90.109000	93.363000	1.452000	89.858000	92.099000	
163.000000	0.045561	1.483000	89.648000	93.027000	1.455000	88.152000	91.734000	
164.000000	0.045069	1.481000	89.797000	93.170000	1.464000	86.437000	91.694000	
165.000000	0.044578	1.479000	90.019000	93.363000	1.457000	87.283000	91.288000	
166.000000	0.044088	1.476000	90.127000	93.445000	1.460000	88.530000	91.653000	
167.000000	0.043599	1.476000	90.480000	93.628000	1.472000	88.201000	91.410000	
168.000000	0.043111	1.467000	90.632000	93.689000	1.460000	88.659000	91.856000	
169.000000	0.042624	1.472000	90.731000	93.770000	1.453000	88.304000	91.815000	
170.000000	0.042138	1.473000	90.678000	93.679000	1.445000	88.776000	92.301000	
171.000000	0.041653	1.467000	90.883000	93.750000	1.453000	88.830000	91.572000	
172.000000	0.041170	1.467000	90.987000	93.903000	1.467000	88.206000	91.248000	
173.000000	0.040687	1.467000	90.509000	93.628000	1.450000	88.663000	91.734000	
174.000000	0.040206	1.472000	90.513000	93.567000	1.457000	87.730000	91.491000	
175.000000	0.039726	1.466000	91.003000	94.015000	1.450000	88.758000	91.937000	
176.000000	0.039248	1.469000	90.936000	93.801000	1.455000	88.155000	91.491000	
177.000000	0.038771	1.460000	91.181000	94.167000	1.444000	88.258000	92.180000	
178.000000	0.038296	1.460000	91.082000	93.994000	1.454000	87.763000	91.977000	
179.000000	0.037822	1.457000	91.064000	94.208000	1.461000	87.947000	91.005000	
180.000000	0.037349	1.457000	91.157000	94.076000	1.450000	89.522000	92.342000	
181.000000	0.036879	1.455000	91.076000	94.137000	1.451000	89.453000	91.653000	
182.000000	0.036410	1.455000	91.076000	94.116000	1.444000	88.672000	92.018000	
183.000000	0.035943	1.452000	91.340000	94.249000	1.443000	88.530000	91.856000	
184.000000	0.035478	1.450000	92.048000	94.686000	1.443000	89.762000	92.180000	
185.000000	0.035014	1.454000	91.598000	94.289000	1.457000	89.291000	92.139000	
186.000000	0.034553	1.449000	91.822000	94.503000	1.451000	89.222000	92.018000	
187.000000	0.034093	1.451000	91.446000	94.463000	1.469000	89.431000	90.802000	
188.000000	0.033635	1.449000	91.607000	94.503000	1.442000	88.920000	92.018000	
189.000000	0.033180	1.446000	91.782000	94.605000	1.455000	88.872000	91.653000	
190.000000	0.032727	1.446000	92.129000	94.656000	1.450000	88.399000	91.329000	
191.000000	0.032275	1.441000	91.857000	94.707000	1.436000	88.654000	92.180000	
192.000000	0.031827	1.444000	91.844000	94.452000	1.457000	89.199000	91.005000	
193.000000	0.031380	1.437000	92.535000	95.012000	1.453000	88.670000	91.896000	
194.000000	0.030935	1.434000	92.643000	95.104000	1.438000	88.716000	92.058000	
195.000000	0.030493	1.442000	92.056000	94.656000	1.461000	89.542000	91.207000	
196.000000	0.030054	1.439000	92.681000	94.941000	1.437000	88.780000	91.937000	
197.000000	0.029617	1.436000	92.653000	95.216000	1.449000	88.880000	91.410000	
198.000000	0.029182	1.436000	92.666000	95.053000	1.435000	89.349000	92.382000	
199.000000	0.028750	1.436000	92.131000	94.778000	1.452000	89.292000	92.180000	
200.000000	0.028321	1.429000	92.920000	95.287000	1.450000	88.583000	91.775000	
201.000000	0.027894	1.429000	93.040000	95.307000	1.447000	88.891000	92.099000	
202.000000	0.027470	1.424000	93.151000	95.318000	1.458000	89.341000	91.329000	
203.000000	0.027048	1.431000	93.159000	95.185000	1.441000	89.488000	92.139000	
204.000000	0.026630	1.423000	93.320000	95.501000	1.438000	89.042000	92.180000	
205.000000	0.026214	1.426000	93.219000	95.328000	1.437000	90.195000	92.382000	
206.000000	0.025801	1.418000	93.495000	95.664000	1.437000	89.324000	92.423000	
207.000000	0.025391	1.422000	93.490000	95.613000	1.446000	88.345000	91.451000	
208.000000	0.024984	1.417000	93.563000	95.745000	1.433000	89.545000	92.423000	
209.000000	0.024580	1.416000	93.851000	95.898000	1.429000	89.475000	92.869000	
210.000000	0.024179	1.417000	93.380000	95.542000	1.450000	89.595000	91.653000	
211.000000	0.023782	1.409000	93.809000	95.908000	1.425000	90.020000	92.909000	
212.000000	0.023387	1.416000	93.746000	95.715000	1.441000	89.984000	92.301000	
213.000000	0.022995	1.415000	93.568000	95.674000	1.433000	88.608000	92.180000	
214.000000	0.022607	1.410000	94.318000	96.152000	1.432000	89.716000	92.585000	
215.000000	0.022222	1.410000	94.415000	96.162000	1.444000	89.165000	91.815000	
216.000000	0.021841	1.412000	93.380000	95.531000	1.454000	88.777000	91.532000	
217.000000	0.021463	1.403000	94.559000	96.315000	1.446000	88.500000	91.572000	
218.000000	0.021088	1.403000	94.515000	96.285000	1.439000	89.075000	91.572000	
219.000000	0.020716	1.402000	94.534000	96.386000	1.436000	89.074000	92.180000	
220.000000	0.020348	1.398000	95.200000	96.702000	1.433000	89.184000	92.139000	
221.000000	0.019984	1.399000	94.919000	96.427000	1.445000	89.496000	92.220000	
222.000000	0.019623	1.394000	95.088000	96.590000	1.437000	89.208000	92.342000	
223.000000	0.019266	1.397000	95.044000	96.722000	1.444000	89.783000	92.018000	
224.000000	0.018912	1.399000	95.000000	96.559000	1.428000	89.896000	92.788000	
225.000000	0.018563	1.395000	95.290000	96.824000	1.433000	89.358000	92.545000	
226.000000	0.018216	1.395000	94.704000	96.468000	1.429000	89.741000	92.585000	
227.000000	0.017874	1.393000	94.812000	96.559000	1.449000	89.774000	91.815000	
228.000000	0.017535	1.390000	94.969000	96.539000	1.431000	89.291000	92.788000	
229.000000	0.017201	1.390000	95.403000	96.855000	1.432000	89.470000	92.504000	
230.000000	0.016870	1.388000	95.385000	96.844000	1.442000	89.701000	92.180000	
231.000000	0.016543	1.388000	95.124000	96.692000	1.439000	89.463000	92.707000	
232.000000	0.016220	1.385000	95.498000	96.895000	1.428000	89.496000	92.585000	
233.000000	0.015901	1.385000	95.613000	96.936000	1.429000	89.525000	92.585000	
234.000000	0.015586	1.382000	95.593000	96.977000	1.444000	88.904000	91.613000	
235.000000	0.015275	1.380000	95.711000	97.160000	1.421000	89.208000	92.828000	
236.000000	0.014968	1.382000	95.630000	97.079000	1.440000	89.117000	91.937000	
237.000000	0.014665	1.377000	95.928000	97.241000	1.426000	89.754000	92.626000	
238.000000	0.014366	1.376000	95.648000	97.150000	1.430000	90.458000	92.464000	
239.000000	0.014072	1.374000	96.276000	97.445000	1.440000	89.941000	92.058000	
240.000000	0.013781	1.370000	96.579000	97.679000	1.423000	90.070000	92.545000	
241.000000	0.013495	1.376000	96.095000	97.252000	1.414000	90.058000	92.950000	
242.000000	0.013214	1.369000	96.394000	97.547000	1.428000	90.645000	92.626000	
243.000000	0.012936	1.372000	96.143000	97.364000	1.418000	89.895000	92.707000	
244.000000	0.012663	1.372000	96.059000	97.414000	1.435000	90.558000	92.342000	
245.000000	0.012394	1.368000	96.365000	97.577000	1.431000	89.699000	92.585000	
246.000000	0.012130	1.367000	96.812000	97.710000	1.431000	90.703000	92.869000	
247.000000	0.011870	1.369000	96.161000	97.486000	1.433000	90.504000	92.747000	
248.000000	0.011615	1.367000	96.631000	97.710000	1.431000	89.659000	92.099000	
249.000000	0.011364	1.363000	96.844000	97.771000	1.424000	90.345000	92.666000	
250.000000	0.011117	1.364000	96.462000	97.730000	1.429000	89.624000	92.626000	
251.000000	0.010875	1.365000	96.465000	97.588000	1.455000	89.580000	91.653000	
252.000000	0.010638	1.358000	96.977000	97.954000	1.450000	89.970000	91.896000	
253.000000	0.010405	1.355000	97.377000	98.096000	1.435000	89.838000	92.180000	
254.000000	0.010177	1.358000	97.117000	98.025000	1.431000	90.895000	92.990000	
255.000000	0.009954	1.356000	97.148000	98.066000	1.429000	89.891000	92.342000	
256.000000	0.009735	1.354000	97.154000	98.168000	1.436000	89.454000	91.977000	
257.000000	0.009521	1.355000	97.241000	98.096000	1.428000	90.508000	92.747000	
258.000000	0.009311	1.357000	96.981000	98.076000	1.432000	90.125000	92.342000	
259.000000	0.009107	1.350000	97.332000	98.178000	1.441000	90.446000	92.301000	
260.000000	0.008907	1.351000	97.088000	98.035000	1.439000	90.025000	92.261000	
261.000000	0.008712	1.354000	96.891000	97.944000	1.438000	90.778000	92.626000	
262.000000	0.008521	1.346000	97.696000	98.432000	1.429000	89.724000	92.423000	
263.000000	0.008336	1.349000	97.356000	98.290000	1.419000	90.274000	93.233000	
264.000000	0.008155	1.348000	97.188000	98.076000	1.427000	90.442000	92.626000	
265.000000	0.007979	1.346000	97.496000	98.310000	1.440000	90.045000	92.342000	
266.000000	0.007808	1.347000	97.354000	98.208000	1.430000	90.183000	92.788000	
267.000000	0.007642	1.346000	97.433000	98.290000	1.424000	90.403000	92.990000	
268.000000	0.007481	1.345000	97.575000	98.341000	1.433000	90.104000	92.707000	
269.000000	0.007325	1.344000	97.878000	98.504000	1.425000	90.095000	92.788000	
270.000000	0.007174	1.344000	97.646000	98.453000	1.431000	90.041000	92.626000	
271.000000	0.007027	1.343000	97.714000	98.392000	1.428000	89.941000	92.545000	
272.000000	0.006886	1.343000	97.654000	98.402000	1.429000	90.128000	92.464000	
273.000000	0.006750	1.339000	97.991000	98.646000	1.430000	89.983000	92.382000	
274.000000	0.006619	1.340000	97.932000	98.595000	1.424000	90.483000	93.193000	
275.000000	0.006492	1.338000	97.934000	98.585000	1.428000	89.933000	92.869000	
276.000000	0.006371	1.339000	97.956000	98.636000	1.430000	90.387000	92.626000	
277.000000	0.006255	1.339000	98.203000	98.717000	1.431000	90.003000	92.828000	
278.000000	0.006144	1.336000	98.147000	98.748000	1.437000	89.899000	92.018000	
279.000000	0.006038	1.338000	98.011000	98.585000	1.433000	90.695000	92.990000	
280.000000	0.005937	1.335000	98.149000	98.707000	1.437000	91.249000	92.909000	
281.000000	0.005841	1.339000	98.059000	98.605000	1.430000	90.037000	93.071000	
282.000000	0.005751	1.333000	98.180000	98.748000	1.432000	90.153000	92.585000	
283.000000	0.005665	1.339000	98.088000	98.605000	1.432000	90.520000	92.788000	
284.000000	0.005585	1.333000	97.999000	98.687000	1.426000	90.228000	92.909000	
285.000000	0.005510	1.334000	98.100000	98.667000	1.439000	90.187000	92.504000	
286.000000	0.005439	1.331000	98.554000	98.941000	1.428000	89.778000	92.666000	
287.000000	0.005375	1.332000	98.252000	98.748000	1.436000	90.499000	92.545000	
288.000000	0.005315	1.332000	98.423000	98.840000	1.429000	90.283000	92.788000	
289.000000	0.005260	1.331000	98.203000	98.789000	1.434000	90.366000	93.112000	
290.000000	0.005211	1.331000	98.085000	98.758000	1.438000	90.242000	92.180000	
291.000000	0.005167	1.330000	98.162000	98.799000	1.432000	90.008000	92.261000	
292.000000	0.005128	1.332000	98.209000	98.799000	1.435000	90.308000	92.545000	
293.000000	0.005094	1.329000	98.339000	98.860000	1.432000	90.883000	93.152000	
294.000000	0.005065	1.330000	98.207000	98.728000	1.430000	90.787000	93.193000	
295.000000	0.005042	1.331000	98.279000	98.779000	1.431000	90.829000	93.071000	
296.000000	0.005023	1.322000	98.780000	99.145000	1.431000	90.249000	92.747000	
297.000000	0.005010	1.331000	98.297000	98.809000	1.431000	89.778000	92.504000	
298.000000	0.005003	1.328000	98.316000	98.850000	1.443000	90.041000	92.301000	
299.000000	0.005000	1.329000	98.549000	98.921000	1.439000	89.808000	92.382000	
