Epoch-Num	Learning-Rate	Train-Loss	Train-acc-B	Train-acc	Valid-Loss	Valid-acc-B	Valid-acc	
37.000000	0.096288	2.132000	80.060000	86.879000	1.543000	83.298000	88.614000	
38.000000	0.096093	2.140000	79.239000	86.452000	1.587000	82.185000	86.791000	
39.000000	0.095893	2.136000	80.079000	87.154000	1.551000	82.785000	88.776000	
40.000000	0.095689	2.132000	79.825000	86.482000	1.557000	82.174000	87.439000	
41.000000	0.095479	2.130000	80.019000	86.818000	1.546000	85.353000	89.911000	
42.000000	0.095265	2.127000	80.716000	87.235000	1.526000	83.574000	89.344000	
43.000000	0.095046	2.132000	79.699000	86.838000	1.541000	81.901000	88.736000	
44.000000	0.094823	2.122000	81.279000	87.653000	1.523000	85.106000	89.303000	
45.000000	0.094595	2.127000	80.941000	87.398000	1.552000	82.327000	88.371000	
46.000000	0.094362	2.118000	81.228000	87.561000	1.520000	84.798000	89.465000	
47.000000	0.094125	2.113000	80.676000	87.480000	1.572000	81.257000	87.480000	
48.000000	0.093883	2.113000	81.229000	87.592000	1.541000	83.046000	89.303000	
49.000000	0.093636	2.106000	81.028000	87.785000	1.517000	84.660000	90.154000	
50.000000	0.093385	2.104000	82.342000	88.253000	1.517000	83.872000	90.113000	
51.000000	0.093130	2.105000	81.455000	88.039000	1.509000	83.869000	89.951000	
52.000000	0.092870	2.106000	82.182000	88.345000	1.507000	84.859000	90.194000	
53.000000	0.092606	2.103000	81.945000	88.101000	1.521000	84.118000	89.546000	
54.000000	0.092337	2.109000	80.678000	87.439000	1.547000	83.772000	88.331000	
55.000000	0.092064	2.100000	81.848000	88.253000	1.520000	83.689000	89.668000	
56.000000	0.091786	2.106000	81.563000	87.999000	1.521000	85.561000	88.776000	
57.000000	0.091505	2.098000	81.876000	88.101000	1.498000	85.872000	91.045000	
58.000000	0.091219	2.101000	82.442000	88.304000	1.519000	84.390000	90.194000	
59.000000	0.090928	2.085000	81.719000	88.192000	1.501000	86.721000	91.167000	
60.000000	0.090634	2.103000	81.556000	87.744000	1.527000	83.617000	90.154000	
61.000000	0.090335	2.088000	82.642000	88.498000	1.544000	83.628000	88.533000	
62.000000	0.090032	2.093000	82.274000	88.457000	1.510000	85.530000	90.519000	
63.000000	0.089725	2.089000	82.402000	88.569000	1.500000	85.641000	90.559000	
64.000000	0.089414	2.091000	82.008000	88.213000	1.514000	85.025000	89.668000	
65.000000	0.089099	2.087000	82.869000	88.854000	1.530000	84.823000	89.263000	
66.000000	0.088780	2.089000	82.279000	88.335000	1.522000	84.106000	89.141000	
67.000000	0.088457	2.091000	82.632000	88.813000	1.550000	82.107000	88.128000	
68.000000	0.088130	2.087000	82.939000	88.813000	1.521000	82.101000	89.506000	
69.000000	0.087799	2.088000	83.077000	88.732000	1.520000	84.047000	89.344000	
70.000000	0.087465	2.079000	82.351000	88.406000	1.545000	84.130000	87.925000	
71.000000	0.087126	2.075000	83.236000	88.966000	1.508000	86.322000	90.113000	
72.000000	0.086784	2.086000	82.998000	88.752000	1.512000	86.308000	89.506000	
73.000000	0.086437	2.082000	83.007000	88.844000	1.552000	84.962000	87.723000	
74.000000	0.086088	2.082000	82.658000	88.599000	1.491000	86.031000	90.478000	
75.000000	0.085734	2.074000	83.570000	89.393000	1.522000	86.345000	89.789000	
76.000000	0.085377	2.068000	83.629000	89.312000	1.521000	85.544000	89.506000	
77.000000	0.085016	2.074000	83.641000	88.996000	1.511000	86.537000	89.789000	
78.000000	0.084652	2.070000	84.273000	89.536000	1.576000	81.256000	86.791000	
79.000000	0.084284	2.075000	83.713000	89.251000	1.531000	85.992000	89.344000	
80.000000	0.083912	2.061000	84.096000	89.668000	1.513000	86.137000	89.830000	
81.000000	0.083537	2.075000	82.846000	88.701000	1.499000	87.754000	91.086000	
82.000000	0.083159	2.063000	83.456000	89.017000	1.508000	85.270000	89.141000	
83.000000	0.082778	2.060000	83.586000	89.210000	1.528000	85.773000	88.776000	
84.000000	0.082393	2.065000	83.929000	89.607000	1.501000	85.165000	90.073000	
85.000000	0.082005	2.065000	84.526000	89.678000	1.508000	85.363000	90.073000	
86.000000	0.081613	2.056000	84.699000	89.821000	1.504000	86.352000	89.708000	
87.000000	0.081218	2.068000	83.762000	89.068000	1.486000	86.655000	90.924000	
88.000000	0.080821	2.053000	84.668000	89.851000	1.477000	86.475000	91.167000	
89.000000	0.080420	2.059000	84.288000	89.536000	1.491000	84.680000	90.519000	
90.000000	0.080016	2.059000	85.035000	90.065000	1.485000	86.788000	90.883000	
91.000000	0.079609	2.048000	84.585000	89.811000	1.503000	86.167000	90.519000	
92.000000	0.079199	2.051000	84.881000	89.851000	1.511000	84.251000	89.425000	
93.000000	0.078786	2.054000	85.600000	90.371000	1.503000	86.793000	89.668000	
94.000000	0.078370	2.051000	83.856000	89.475000	1.531000	86.894000	89.344000	
95.000000	0.077952	2.050000	85.022000	89.974000	1.506000	87.440000	89.708000	
96.000000	0.077530	2.055000	84.932000	89.912000	1.508000	85.722000	89.100000	
97.000000	0.077106	2.045000	85.043000	90.167000	1.498000	85.668000	89.627000	
98.000000	0.076679	2.060000	85.005000	90.167000	1.499000	86.012000	89.668000	
99.000000	0.076250	2.053000	85.269000	90.289000	1.476000	86.781000	91.572000	
100.000000	0.075818	2.042000	85.194000	90.177000	1.489000	87.431000	91.370000	
101.000000	0.075383	2.045000	84.186000	89.658000	1.514000	86.509000	90.316000	
102.000000	0.074946	2.042000	86.027000	90.421000	1.496000	86.087000	90.519000	
103.000000	0.074507	2.039000	85.511000	90.381000	1.497000	86.430000	89.506000	
104.000000	0.074065	2.053000	85.032000	90.045000	1.522000	85.780000	89.587000	
105.000000	0.073620	2.047000	85.543000	90.309000	1.482000	86.437000	91.005000	
106.000000	0.073173	2.033000	85.506000	90.340000	1.477000	86.626000	91.005000	
107.000000	0.072725	2.044000	85.356000	90.320000	1.472000	87.351000	91.856000	
108.000000	0.072273	2.035000	85.499000	90.513000	1.487000	87.058000	90.924000	
109.000000	0.071820	2.034000	85.321000	90.279000	1.486000	86.710000	90.964000	
110.000000	0.071365	2.025000	85.943000	90.747000	1.495000	88.227000	90.073000	
111.000000	0.070907	2.032000	85.796000	90.666000	1.511000	85.464000	89.384000	
112.000000	0.070447	2.028000	85.318000	90.401000	1.483000	85.983000	91.126000	
113.000000	0.069986	2.028000	85.981000	90.645000	1.500000	86.976000	90.883000	
114.000000	0.069522	2.029000	85.676000	90.371000	1.525000	85.612000	88.533000	
115.000000	0.069057	2.029000	85.862000	90.564000	1.476000	87.313000	91.532000	
116.000000	0.068590	2.021000	86.178000	90.706000	1.486000	86.768000	90.276000	
117.000000	0.068121	2.023000	85.765000	90.798000	1.468000	87.151000	90.802000	
118.000000	0.067651	2.027000	86.357000	91.022000	1.478000	86.854000	91.451000	
119.000000	0.067178	2.019000	85.740000	90.564000	1.494000	86.496000	90.154000	
120.000000	0.066704	2.024000	86.302000	91.114000	1.488000	86.853000	90.640000	
121.000000	0.066229	2.023000	86.312000	91.093000	1.462000	88.000000	91.815000	
122.000000	0.065752	2.009000	86.688000	91.083000	1.500000	85.226000	89.465000	
123.000000	0.065274	2.020000	86.153000	90.747000	1.481000	87.929000	91.451000	
124.000000	0.064794	2.016000	86.341000	90.890000	1.476000	87.495000	91.167000	
125.000000	0.064313	2.019000	86.801000	91.246000	1.500000	86.223000	90.235000	
126.000000	0.063830	2.013000	86.366000	91.022000	1.490000	86.670000	89.587000	
127.000000	0.063347	2.013000	86.647000	91.103000	1.478000	88.158000	90.519000	
128.000000	0.062862	2.016000	87.260000	91.521000	1.487000	87.575000	90.519000	
129.000000	0.062376	2.001000	87.540000	91.623000	1.459000	87.537000	91.045000	
130.000000	0.061889	2.012000	86.968000	91.663000	1.485000	87.934000	90.559000	
131.000000	0.061401	2.006000	86.948000	91.348000	1.473000	86.970000	90.438000	
132.000000	0.060912	2.003000	86.391000	91.083000	1.489000	87.488000	90.721000	
133.000000	0.060422	2.005000	87.078000	91.388000	1.469000	88.112000	91.086000	
134.000000	0.059931	2.002000	87.178000	91.602000	1.470000	87.753000	91.694000	
135.000000	0.059439	2.000000	87.309000	91.490000	1.461000	87.870000	92.099000	
136.000000	0.058946	2.001000	86.900000	91.470000	1.474000	86.151000	90.802000	
137.000000	0.058453	1.994000	88.099000	92.030000	1.482000	86.526000	90.883000	
138.000000	0.057960	1.991000	88.019000	91.989000	1.469000	87.133000	91.937000	
139.000000	0.057465	1.999000	86.973000	91.551000	1.462000	87.859000	91.653000	
140.000000	0.056970	1.994000	87.651000	91.663000	1.477000	89.059000	90.640000	
141.000000	0.056475	1.990000	88.029000	92.020000	1.472000	88.134000	91.045000	
142.000000	0.055979	1.994000	87.823000	91.887000	1.453000	88.080000	91.815000	
143.000000	0.055483	1.987000	87.969000	92.030000	1.478000	86.925000	90.964000	
144.000000	0.054986	1.991000	87.068000	91.266000	1.456000	87.634000	91.896000	
145.000000	0.054489	1.990000	87.230000	91.826000	1.469000	88.375000	90.964000	
146.000000	0.053992	1.985000	87.687000	91.785000	1.454000	87.841000	91.613000	
147.000000	0.053495	1.992000	87.502000	91.653000	1.482000	88.301000	90.883000	
148.000000	0.052997	1.988000	87.932000	91.948000	1.460000	87.934000	91.977000	
149.000000	0.052500	1.978000	88.324000	92.172000	1.450000	89.149000	92.180000	
150.000000	0.052003	1.973000	87.842000	91.897000	1.462000	87.704000	91.856000	
151.000000	0.051505	1.974000	88.856000	92.457000	1.462000	87.833000	91.856000	
152.000000	0.051008	1.973000	88.326000	92.417000	1.449000	87.478000	91.977000	
153.000000	0.050511	1.971000	88.596000	92.254000	1.455000	87.626000	91.856000	
154.000000	0.050014	1.970000	89.045000	92.630000	1.457000	89.716000	92.058000	
155.000000	0.049517	1.969000	89.032000	92.559000	1.465000	87.820000	90.964000	
156.000000	0.049021	1.966000	88.451000	92.325000	1.468000	87.200000	91.126000	
157.000000	0.048525	1.959000	88.552000	92.488000	1.457000	88.451000	91.694000	
158.000000	0.048030	1.966000	88.068000	92.111000	1.470000	86.977000	91.167000	
159.000000	0.047535	1.960000	88.985000	92.579000	1.448000	87.076000	91.815000	
160.000000	0.047040	1.958000	89.036000	92.824000	1.444000	87.687000	92.423000	
161.000000	0.046547	1.955000	88.898000	92.732000	1.454000	87.780000	91.734000	
162.000000	0.046054	1.954000	89.105000	92.569000	1.439000	88.784000	92.099000	
163.000000	0.045561	1.955000	88.473000	92.447000	1.454000	88.204000	91.613000	
164.000000	0.045069	1.940000	89.509000	93.078000	1.442000	87.476000	92.139000	
165.000000	0.044578	1.946000	88.887000	92.834000	1.452000	87.734000	91.532000	
166.000000	0.044088	1.950000	89.075000	92.681000	1.484000	88.004000	89.992000	
167.000000	0.043599	1.945000	89.619000	93.088000	1.457000	86.776000	90.721000	
168.000000	0.043111	1.936000	89.647000	93.149000	1.439000	88.443000	92.220000	
169.000000	0.042624	1.933000	90.090000	93.434000	1.469000	86.797000	90.235000	
170.000000	0.042138	1.931000	89.303000	92.925000	1.447000	88.278000	91.775000	
171.000000	0.041653	1.932000	90.198000	93.465000	1.446000	87.995000	92.058000	
172.000000	0.041170	1.928000	89.944000	93.302000	1.463000	89.135000	90.721000	
173.000000	0.040687	1.928000	90.003000	93.160000	1.466000	87.201000	90.559000	
174.000000	0.040206	1.922000	90.206000	93.424000	1.446000	88.758000	91.977000	
175.000000	0.039726	1.920000	90.092000	93.373000	1.458000	87.978000	91.126000	
176.000000	0.039248	1.920000	89.975000	93.363000	1.453000	87.347000	91.288000	
177.000000	0.038771	1.918000	90.419000	93.760000	1.441000	88.155000	91.977000	
178.000000	0.038296	1.918000	89.521000	93.343000	1.439000	88.624000	92.464000	
179.000000	0.037822	1.905000	89.910000	93.373000	1.436000	89.407000	92.504000	
180.000000	0.037349	1.907000	90.394000	93.628000	1.431000	89.284000	92.909000	
181.000000	0.036879	1.911000	90.696000	93.791000	1.441000	88.945000	92.180000	
182.000000	0.036410	1.907000	91.036000	93.984000	1.435000	88.695000	92.301000	
183.000000	0.035943	1.907000	90.433000	93.699000	1.460000	88.480000	90.843000	
184.000000	0.035478	1.912000	90.074000	93.333000	1.455000	88.913000	91.288000	
185.000000	0.035014	1.903000	90.666000	93.760000	1.441000	88.688000	91.937000	
186.000000	0.034553	1.902000	90.758000	93.791000	1.443000	87.434000	91.653000	
187.000000	0.034093	1.899000	90.868000	93.964000	1.437000	88.053000	92.464000	
188.000000	0.033635	1.896000	90.832000	93.862000	1.431000	88.841000	92.585000	
189.000000	0.033180	1.889000	90.893000	94.086000	1.434000	88.220000	92.301000	
190.000000	0.032727	1.898000	90.792000	93.943000	1.449000	88.592000	91.937000	
191.000000	0.032275	1.887000	90.993000	93.913000	1.438000	87.520000	92.018000	
192.000000	0.031827	1.886000	91.428000	94.340000	1.460000	88.484000	91.126000	
193.000000	0.031380	1.883000	91.023000	94.055000	1.435000	88.324000	92.464000	
194.000000	0.030935	1.889000	90.470000	93.801000	1.459000	87.608000	90.559000	
195.000000	0.030493	1.877000	91.511000	94.524000	1.432000	88.241000	92.423000	
196.000000	0.030054	1.881000	91.076000	94.167000	1.432000	89.312000	92.423000	
197.000000	0.029617	1.876000	91.762000	94.463000	1.431000	89.058000	92.058000	
198.000000	0.029182	1.876000	91.730000	94.483000	1.417000	89.383000	93.152000	
199.000000	0.028750	1.874000	91.905000	94.768000	1.430000	88.821000	92.099000	
200.000000	0.028321	1.876000	91.815000	94.615000	1.437000	88.734000	91.937000	
201.000000	0.027894	1.866000	92.097000	94.625000	1.426000	88.501000	92.423000	
202.000000	0.027470	1.867000	91.721000	94.564000	1.435000	88.476000	91.734000	
203.000000	0.027048	1.868000	92.049000	94.656000	1.425000	88.696000	91.977000	
204.000000	0.026630	1.864000	92.051000	94.697000	1.440000	88.476000	91.694000	
205.000000	0.026214	1.866000	92.136000	94.880000	1.430000	88.225000	92.423000	
206.000000	0.025801	1.863000	92.357000	94.860000	1.440000	88.951000	91.370000	
207.000000	0.025391	1.862000	92.352000	94.666000	1.429000	88.671000	92.220000	
208.000000	0.024984	1.855000	91.827000	94.717000	1.445000	89.462000	91.410000	
209.000000	0.024580	1.857000	92.592000	94.971000	1.446000	88.924000	91.937000	
210.000000	0.024179	1.858000	91.808000	94.798000	1.429000	89.622000	92.301000	
211.000000	0.023782	1.854000	92.826000	95.287000	1.429000	89.203000	92.261000	
212.000000	0.023387	1.848000	92.919000	95.348000	1.436000	88.592000	91.734000	
213.000000	0.022995	1.853000	92.382000	95.083000	1.437000	89.108000	91.734000	
214.000000	0.022607	1.850000	92.791000	95.124000	1.427000	88.453000	92.220000	
215.000000	0.022222	1.849000	93.129000	95.419000	1.427000	88.862000	92.342000	
216.000000	0.021841	1.844000	93.305000	95.603000	1.432000	89.154000	91.694000	
217.000000	0.021463	1.843000	92.831000	95.216000	1.426000	88.771000	92.504000	
218.000000	0.021088	1.839000	92.935000	95.399000	1.417000	88.903000	92.950000	
219.000000	0.020716	1.839000	93.232000	95.542000	1.419000	89.537000	92.545000	
220.000000	0.020348	1.842000	93.455000	95.531000	1.414000	89.041000	92.382000	
221.000000	0.019984	1.835000	93.901000	95.908000	1.432000	89.970000	92.423000	
222.000000	0.019623	1.831000	93.616000	95.755000	1.428000	89.466000	92.058000	
223.000000	0.019266	1.830000	93.705000	95.765000	1.431000	88.833000	91.815000	
224.000000	0.018912	1.835000	93.740000	95.847000	1.411000	89.704000	93.274000	
225.000000	0.018563	1.824000	93.787000	95.969000	1.424000	89.237000	91.815000	
226.000000	0.018216	1.831000	93.771000	95.725000	1.426000	89.824000	92.585000	
227.000000	0.017874	1.834000	93.748000	95.837000	1.423000	89.099000	92.423000	
228.000000	0.017535	1.822000	94.175000	96.050000	1.417000	89.442000	92.382000	
229.000000	0.017201	1.825000	93.767000	95.877000	1.422000	89.220000	92.058000	
230.000000	0.016870	1.827000	93.615000	95.704000	1.426000	89.180000	91.613000	
231.000000	0.016543	1.815000	94.463000	96.336000	1.421000	89.359000	92.545000	
232.000000	0.016220	1.815000	94.513000	96.366000	1.429000	89.116000	91.937000	
233.000000	0.015901	1.818000	94.869000	96.468000	1.429000	88.584000	91.370000	
234.000000	0.015586	1.816000	94.875000	96.570000	1.414000	89.395000	92.828000	
235.000000	0.015275	1.808000	94.533000	96.274000	1.431000	89.584000	91.775000	
236.000000	0.014968	1.806000	94.089000	96.122000	1.422000	89.057000	92.342000	
237.000000	0.014665	1.815000	94.812000	96.407000	1.424000	89.400000	92.099000	
238.000000	0.014366	1.806000	94.649000	96.397000	1.426000	90.112000	92.099000	
239.000000	0.014072	1.804000	94.869000	96.570000	1.438000	89.116000	91.451000	
240.000000	0.013781	1.808000	94.883000	96.600000	1.438000	89.153000	91.329000	
241.000000	0.013495	1.807000	94.694000	96.559000	1.433000	88.420000	91.694000	
242.000000	0.013214	1.800000	94.675000	96.559000	1.412000	89.591000	93.031000	
243.000000	0.012936	1.796000	95.541000	96.956000	1.417000	89.396000	92.382000	
244.000000	0.012663	1.797000	95.133000	96.844000	1.426000	89.712000	92.301000	
245.000000	0.012394	1.793000	95.466000	96.987000	1.434000	89.641000	91.653000	
246.000000	0.012130	1.794000	95.362000	96.895000	1.424000	89.454000	92.301000	
247.000000	0.011870	1.788000	95.776000	97.129000	1.414000	90.370000	93.314000	
248.000000	0.011615	1.791000	95.290000	96.885000	1.418000	90.399000	92.382000	
249.000000	0.011364	1.794000	95.652000	97.068000	1.418000	89.195000	92.220000	
250.000000	0.011117	1.787000	95.842000	97.170000	1.421000	88.887000	92.018000	
251.000000	0.010875	1.784000	95.715000	97.191000	1.418000	88.691000	92.220000	
252.000000	0.010638	1.786000	96.093000	97.292000	1.422000	90.433000	92.707000	
253.000000	0.010405	1.781000	96.207000	97.486000	1.422000	89.362000	92.301000	
254.000000	0.010177	1.779000	95.835000	97.201000	1.425000	88.974000	92.180000	
255.000000	0.009954	1.784000	95.838000	97.160000	1.430000	88.458000	91.856000	
256.000000	0.009735	1.776000	95.904000	97.262000	1.430000	89.045000	91.775000	
257.000000	0.009521	1.771000	95.945000	97.313000	1.428000	89.882000	91.937000	
258.000000	0.009311	1.774000	95.617000	97.079000	1.421000	89.925000	92.261000	
259.000000	0.009107	1.777000	95.907000	97.404000	1.420000	89.833000	92.139000	
260.000000	0.008907	1.776000	95.928000	97.292000	1.417000	89.374000	92.180000	
261.000000	0.008712	1.771000	95.876000	97.221000	1.417000	89.183000	92.220000	
262.000000	0.008521	1.775000	96.378000	97.537000	1.417000	89.633000	92.261000	
263.000000	0.008336	1.769000	96.388000	97.526000	1.426000	89.478000	91.856000	
264.000000	0.008155	1.764000	96.589000	97.649000	1.425000	89.383000	91.937000	
265.000000	0.007979	1.765000	96.255000	97.435000	1.420000	89.712000	92.504000	
266.000000	0.007808	1.762000	96.351000	97.598000	1.427000	88.728000	91.775000	
267.000000	0.007642	1.762000	96.351000	97.567000	1.426000	89.328000	92.058000	
268.000000	0.007481	1.762000	96.476000	97.710000	1.416000	90.383000	92.666000	
269.000000	0.007325	1.755000	96.431000	97.608000	1.415000	89.803000	92.464000	
270.000000	0.007174	1.763000	96.863000	97.832000	1.418000	90.145000	92.747000	
271.000000	0.007027	1.765000	96.582000	97.761000	1.422000	90.103000	92.666000	
272.000000	0.006886	1.752000	97.043000	97.954000	1.425000	89.541000	92.220000	
273.000000	0.006750	1.750000	96.608000	97.761000	1.423000	89.728000	92.139000	
274.000000	0.006619	1.762000	97.079000	98.015000	1.421000	89.191000	92.058000	
275.000000	0.006492	1.757000	96.777000	97.679000	1.414000	89.316000	92.747000	
276.000000	0.006371	1.751000	96.874000	97.934000	1.429000	90.149000	92.058000	
277.000000	0.006255	1.752000	97.004000	97.964000	1.427000	89.358000	91.815000	
278.000000	0.006144	1.753000	96.915000	97.873000	1.427000	89.149000	92.099000	
279.000000	0.006038	1.756000	96.915000	97.903000	1.426000	89.308000	92.018000	
280.000000	0.005937	1.742000	97.327000	98.168000	1.418000	89.929000	92.139000	
281.000000	0.005841	1.746000	97.251000	98.147000	1.423000	89.720000	92.139000	
282.000000	0.005751	1.745000	97.298000	98.208000	1.416000	88.734000	92.220000	
283.000000	0.005665	1.744000	97.014000	98.025000	1.422000	89.966000	92.342000	
284.000000	0.005585	1.746000	97.300000	98.198000	1.420000	89.453000	92.423000	
285.000000	0.005510	1.744000	97.360000	98.310000	1.420000	89.799000	92.342000	
286.000000	0.005439	1.746000	97.146000	98.025000	1.417000	90.174000	92.626000	
287.000000	0.005375	1.742000	97.413000	98.290000	1.415000	90.237000	92.828000	
288.000000	0.005315	1.745000	97.418000	98.188000	1.422000	89.362000	92.099000	
289.000000	0.005260	1.746000	97.385000	98.208000	1.422000	89.549000	92.180000	
290.000000	0.005211	1.733000	97.584000	98.392000	1.419000	89.437000	92.464000	
291.000000	0.005167	1.739000	97.484000	98.290000	1.426000	89.058000	91.896000	
292.000000	0.005128	1.742000	97.230000	98.086000	1.420000	89.924000	92.545000	
293.000000	0.005094	1.740000	97.539000	98.249000	1.420000	89.399000	92.018000	
294.000000	0.005065	1.740000	97.290000	98.290000	1.430000	89.428000	91.896000	
295.000000	0.005042	1.736000	97.593000	98.422000	1.416000	89.778000	92.423000	
296.000000	0.005023	1.738000	97.509000	98.310000	1.417000	89.812000	92.504000	
297.000000	0.005010	1.738000	97.399000	98.290000	1.419000	89.466000	92.585000	
298.000000	0.005003	1.738000	97.387000	98.188000	1.411000	90.145000	92.950000	
299.000000	0.005000	1.740000	97.435000	98.290000	1.412000	89.816000	92.504000	
